id,title,tags
14534,Rudy,Rudy Drama SeanAstin JonFavreau NedBeatty GretaLind ScottBenjaminson DavidAnspaugh size fight size fight rudi grew steel mill town peopl end work want play footbal notr dame instead coupl problem grade littl athlet skill poor half size player drive spirit peopl sight upon join team
424,Schindler's List,Schindler's List Drama History War LiamNeeson BenKingsley RalphFiennes CarolineGoodall JonathanSagall StevenSpielberg whoever save life save world entir true stori businessman oskar schindler save thousand jewish live nazi work slave factori world
11236,The Secret Garden,The Secret Garden Drama Family Fantasy KateMaberly HeydonProwse AndrewKnott MaggieSmith IrèneJacob AgnieszkaHolland timeless tale special place magic hope love grow young british girl born rear india lose neglect parent earthquak return england live uncl castl uncl distant loss wife year neglect begin explor estat discov garden lock neglect aid servant boy begin restor garden eventu discov secret manor
858,Sleepless in Seattle,Sleepless in Seattle Comedy Drama Romance TomHanks MegRyan BillPullman RossMalinger RosieO'Donnell NoraEphron someon never someon never someon never knew someon young tri date death mother call radio station talk loneli soon lead meet journalist anni fli seattl write stori anni end stori popular romant comedi
78,Blade Runner,Blade Runner ScienceFiction Drama Thriller HarrisonFord RutgerHauer SeanYoung EdwardJamesOlmos M.EmmetWalsh RidleyScott made match problem smog choke dystopian angel blade runner rick deckard call retir termin quartet replic escap earth seek creator extend short life span
11074,Striking Distance,Striking Distance Crime Action Mystery Thriller BruceWillis SarahJessicaParker DennisFarina TomSizemore BrionJames RowdyHerrington water want make wave come polic famili hardi end fight uncl murder father believ killer anoth goe record alleg demot water duti along partner christman navig three river look clue discov bodi time victim women know must find killer prove innoc
9607,Super Mario Bros.,Super Mario Bros. Adventure Comedy Family Fantasy BobHoskins JohnLeguizamo DennisHopper SamanthaMathis FisherStevens AnnabelJankel RockyMorton game mario luigi plumber brooklyn find altern univers evolv dinosaur live tech squalor hope save univers invas dino dictat koopa
9479,The Nightmare Before Christmas,The Nightmare Before Christmas Fantasy Animation Family DannyElfman ChrisSarandon CatherineO'Hara WilliamHickey GlennShadix HenrySelick ghoulish tale wick humor stun anim tire scare human everi octob trick jack skellington spindli king halloween town kidnap santa clau plan deliv shrunken head ghoulish gift children christma morn christma approach jack doll girlfriend salli tri foil misguid plan
10057,The Three Musketeers,The Three Musketeers Action Adventure Comedy CharlieSheen KieferSutherland ChrisO'Donnell OliverPlatt TimCurry StephenHerek artagnan travel pari hope becom musket french king elit bodyguard discov corp disband conniv cardin richelieu secretli hope usurp throne fortun atho portho arami refus weapon continu protect king artagnan join rogu expos richelieu plot crown
11969,Tombstone,Tombstone Action Adventure Drama History Western KurtRussell ValKilmer SamElliott BillPaxton PowersBoothe GeorgeP.Cosmatos justic come legendari marshal wyatt earp weari gunfight join brother morgan virgil pursu collect fortun thrive mine town tombston earp forc badg help notori holliday gang renegad brigand rustler begin terror town
319,True Romance,True Romance Action Thriller Crime Romance ChristianSlater PatriciaArquette MichaelRapaport BronsonPinchot GaryOldman TonyScott steal cheat kill said romanc dead clarenc marri hooker alabama steal cocain pimp tri sell hollywood owner coke reclaim
15139,The Pagemaster,The Pagemaster Fantasy ScienceFiction Family Animation MacaulayCulkin ChristopherLloyd PatrickStewart WhoopiGoldberg CananJ.Howell JoeJohnston PixoteHunt MauriceHunt adventur imagin hold tyler know accid much scare anyth might endang like ride bike climb treehous librari mystic transport unknown world book home along meet interest charact like fantasi adventur horror written colin tinto
11655,Cronos,Cronos Drama Horror Thriller FedericoLuppi RonPerlman ClaudioBrook MargaritaIsabel TamaraShanath GuillermodelToro unknown face mortal ingeni alchemist tri perfect invent would provid etern life call crono devic die year later took secret remark devic grave elderli antiqu dealer found hellish machin hidden statu learn incred power use devic younger becom noth come without price life death begin nerv shatter thriller unfold fountain youth turn bloodi
10897,The Little Rascals,The Little Rascals Romance Comedy Family BugHall TravisTedford BrittanyAshtonHolmes WhoopiGoldberg DarylHannah PenelopeSpheeris mischief love compani spanki alfalfa buckwheat charact made famou gang short brought back life nostalg children comedi alfalfa start question devot club principl fall beauti nine year darla rest gang set keep apart
771,Home Alone,Home Alone Comedy Family MacaulayCulkin JoePesci DanielStern JohnHeard CatherineO'Hara ChrisColumbus famili comedi without famili eight year kevin mccallist make situat famili unwittingli leav behind christma vacat pair bungl burglar sight kevin hous plucki stand readi defend territori plant boobi trap galor ador mischiev kevin stand ground frantic mother attempt race home
251,Ghost,Ghost Fantasy Drama Thriller Mystery Romance PatrickSwayze DemiMoore WhoopiGoldberg TonyGoldwyn VincentSchiavelli JerryZucker love last forev wheat banker molli jensen artist madli love howev murder friend corrupt busi partner carl bruner shadi busi deal left roam earth powerless spirit learn carl betray must seek help psychic brown thing right protect molli carl goon
812,Aladdin,Aladdin Animation Family Comedy Adventure Fantasy ScottWeinger RobinWilliams LindaLarkin JonathanFreeman FrankWelker RonClements JohnMusker wish grant princess jasmin grow tire forc remain palac sneak marketplac disguis meet street urchin aladdin fall love although marri princ thrown jail aladdin becom embroil plot find mysteri lamp evil jafar hope rule land
280,Terminator 2: Judgment Day,Terminator 2: Judgment Day Action Thriller ScienceFiction ArnoldSchwarzenegger LindaHamilton RobertPatrick EdwardFurlong MichaelEdwards JamesCameron noth person nearli year pass sinc sarah connor target termin cyborg futur john futur leader resist target newer deadli termin resist manag send protector back attempt save john mother sarah
581,Dances with Wolves,Dances with Wolves Adventure Drama Western KevinCostner MaryMcDonnell GrahamGreene RodneyA.Grant FloydRedCrowWesterman KevinCostner insid everyon frontier wait discov wound civil soldier john dunbar tri commit suicid becom hero instead reward assign dream post remot junction western frontier soon make unlik friend local sioux tribe
268,Batman,Batman Fantasy Action JackNicholson MichaelKeaton KimBasinger MichaelGough PatHingle TimBurton ever danc devil pale moonlight dark knight gotham citi begin crime first major enemi clownishli homicid joker seiz control gotham underworld
274,The Silence of the Lambs,The Silence of the Lambs Crime Drama Thriller JodieFoster AnthonyHopkins ScottGlenn TedLevine AnthonyHeald JonathanDemme enter mind killer must challeng mind madman traine claric starl ventur maximum secur asylum pick diseas brain hannib lecter psychiatrist turn homicid cannib starl need clue help captur serial killer faustian relationship lecter soon lead escap derang killer loos
408,Snow White and the Seven Dwarfs,Snow White and the Seven Dwarfs Fantasy Animation Family AdrianaCaselotti LucilleLaVerne HarryStockwell RoyAtwell PintoColvig DavidHand happiest dopiest grumpiest sneeziest movi year beauti girl snow white take refug forest hous seven dwarf hide stepmoth wick queen queen jealou want known fairest land snow white beauti surpass
10020,Beauty and the Beast,Beauty and the Beast Romance Family Animation Fantasy Music PaigeO'Hara RobbyBenson RichardWhite JerryOrbach DavidOgdenStiers GaryTrousdale KirkWise beauti love stori ever told follow adventur bell bright young woman find castl princ turn mysteri beast help castl enchant staff bell soon learn import lesson true beauti come within
10895,Pinocchio,Pinocchio Animation Family MelBlanc DonBrodie WalterCatlett MarionDarlington FrankieDarro HamiltonLuske BenSharpsteen anyon ever wish upon star lone toymak geppetto wish answer blue fairi arriv bring wooden puppet pinocchio life becom real howev pinocchio must prove worthi set adventur whistl sidekick conscienc jimini cricket stromboli circu pleasur island pinocchio test mani temptat slowli learn navig right wrong mishap along geppetto littl woodenhead final get right prove wish upon star dream realli come true
114,Pretty Woman,Pretty Woman Romance Comedy JuliaRoberts RichardGere RalphBellamy JasonAlexander HéctorElizondo GarryMarshall knew much hooker millionair wheeler dealer edward lewi enter busi contract hollywood hooker vivian ward lose heart bargain charm romant comedi edward hire vivian date week give cinderella makeov return favor mellow hardnos tycoon outlook poor prostitut rich capitalist live happili ever
576,The Wild Bunch,The Wild Bunch Adventure Western WilliamHolden ErnestBorgnine RobertRyan EdmondO'Brien WarrenOates SamPeckinpah want spend hour movi theatr home forget stay away wild bunch age outlaw pike bishop william holden prepar retir final robberi join gang includ dutch engstrom ernest borgnin brother lyle warren oat tector gorch johnson bishop discov heist setup orchestr part partner deke thornton robert ryan remain gang take refug mexican territori thornton trail result fierc gunfight plenti casualti
7300,One Fine Day,One Fine Day Comedy Romance MichellePfeiffer GeorgeClooney MaeWhitman AlexD.Linz CharlesDurning MichaelHoffman perfectli came along spoil melani parker architect mother sammi jack taylor newspap columnist father maggi divorc meet morn overwhelm jack left unexpectedli maggi forget melani take school result children miss school field trip stuck parent adult project neg stereotyp spous need reli watch children must save humor ad sammi propens lodg object nose maggi tendenc wander
275,Fargo,Fargo Crime Drama Thriller WilliamH.Macy FrancesMcDormand SteveBuscemi PeterStormare KristinRudrüd JoelCoen happen middl nowher jerri small town minnesota salesman burst seam debt plan go hire thug kidnap wife scheme collect hefti ransom wealthi father go snap nobodi go hurt peopl start die enter polic chief marg coffe drink parka wear extrem pregnant investig stop noth think small time investig skill give crook ransom betcha
10112,The Aristocats,The Aristocats Animation Comedy Family Adventure PhilHarris SterlingHolloway ScatmanCrothers EvaGabor PaulWinchell WolfgangReitherman tune fill anim extravaganza madam adelaid bonfamil leav fortun duchess children bonfamil prize famili domest hous cat butler plot steal money kidnap heir leav countri road seem lost wili thoma malley jazz play alley cat come aristocat rescu
1592,Primal Fear,Primal Fear Crime Drama Mystery Thriller RichardGere EdwardNorton LauraLinney JohnMahoney FrancesMcDormand GregoryHoblit sooner later wear face forget real arrog high power attorney take case poor altar found run away scene grisli murder bishop taken case get complex accus reveal person room intens build surpris twist alter everyon percept crime
10684,Courage Under Fire,Courage Under Fire Drama Thriller Mystery War DenzelWashington MegRyan LouDiamondPhillips MattDamon MichaelMoriarty EdwardZwick medal honor search justic battl truth armi offic made friendli fire mistak cover reassign desk later task investig femal chopper command worthi award medal honor posthum first seem order begin notic inconsist testimoni wit
954,Mission: Impossible,Mission: Impossible Adventure Action Thriller TomCruise JonVoight EmmanuelleBéart HenryCzerny JeanReno BrianDePalma expect imposs ethan hunt leader crack espionag team whose peril oper gone awri explan discov mole penetr surpris learn suspect clear name hunt must ferret real doubl agent process even score
8840,DragonHeart,DragonHeart Fantasy DennisQuaid DavidThewlis PetePostlethwaite DinaMeyer JulieChristie RobCohen believ ancient time majest fire breather soar sky knight name bowen come face face heart heart last dragon earth draco take arm suppress tyrant king bowen soon realiz task harder imagin kill king draco well
10539,James and the Giant Peach,James and the Giant Peach Adventure Animation Family MiriamMargolyes JoannaLumley PetePostlethwaite SusanSarandon RichardDreyfuss HenrySelick adventur grow tree young orphan jame spill magic crocodil tongu find possess giant peach fli away strang land
10543,Fear,Fear Drama Thriller Romance MarkWahlberg ReeseWitherspoon WilliamPetersen AlyssaMilano AmyBrenneman JamesFoley togeth forev els year girl take charm young quickli show color beat friend simpli walk goe total ballist tri break
2300,Space Jam,Space Jam Animation Comedy Drama Family Fantasy MichaelJordan WayneKnight BillyWest DeeBradleyBaker TheresaRandle JoePytka readi desper attempt basketbal match earn freedom looney tune seek retir basketbal champion michael jordan
12233,Oliver & Company,Oliver & Company Animation Comedy Family JoeyLawrence BillyJoel CheechMarin RichardMulligan RoscoeLeeBrowne GeorgeScribner first disney movi attitud anim take oliv twist imagin oliv ador orphan kitten struggl surviv york citi fall band canin crimin evil human first oliv meet dodger carefre mutt street savoir fair oliv meet wealthi jenni gang thiev mission life chang forev
922,Dead Man,Dead Man Drama Fantasy Western JohnnyDepp GaryFarmer CrispinGlover LanceHenriksen MichaelWincott JimJarmusch surviv becom legend murder account william blake encount strang north american name nobodi prepar journey spiritu world
11687,The Visitors,The Visitors Fantasy Comedy ScienceFiction JeanReno ValérieLemercier ChristianClavier Marie-AnneChazel ChristianBujeau Jean-MariePoiré born yesterday outrag time travel comedi follow misadventur wacki mediev knight jean reno faith servant accident transport contemporari time senil sorcerermayhem rule centuri visitor adapt wildli confus modern world avoid stuck good howev soon begin cosmic assault former castl luxuri hotel quest return past
9304,Multiplicity,Multiplicity Comedy Fantasy ScienceFiction MichaelKeaton AndieMacDowell HarrisYulin EugeneLevy ZackDuhame HaroldRamis sometim life make construct worker doug kinney find pressur work life combin duti wife laura daughter jennif leav littl time howev approach geneticist owen leed offer doug rather unusu solut problem clone
9100,The Craft,The Craft Drama Fantasy Horror Thriller RobinTunney FairuzaBalk NeveCampbell RachelTrue SkeetUlrich AndrewFleming welcom witch hour cathol school newcom fall cliqu teen witch wield power dare cross teacher rival meddlesom parent
9802,The Rock,The Rock Action Adventure Thriller SeanConnery NicolasCage EdHarris JohnSpencer DavidMorse MichaelBay alcatraz ever broken five million live depend break group renegad marin commando seiz stockpil chemic weapon take alcatraz tourist hostag leader demand million paid restitut famili marin die covert launch rocket carri deadli francisco area
664,Twister,Twister Action Adventure Drama HelenHunt BillPaxton CaryElwes JamiGertz PhilipSeymourHoffman JandeBont dark side natur weatherman bill hard tri tornado hunter wife sign divorc paper marri girlfriend melissa mother natur form seri intens storm sweep across oklahoma plan soon three join team stormchas attempt insert revolutionari measur devic heart sever extrem violent tornado
9323,Ghost in the Shell,Ghost in the Shell Action Animation ScienceFiction AtsukoTanaka AkioOhtsuka IemasaKayumi KouichiYamadera YutakaNakano MamoruOshii found voic need bodi year barrier world broken cybernet bring vulner human form brain hack highli want hacker known puppetmast begin involv polit section group cybernet enhanc cop call investig stop puppetmast
532,A Close Shave,A Close Shave Family Animation Comedy PeterSallis AnneReid NickPark oscar win creator grand wrong trouser wallac fall love wool shop owner wendolen suspect rather head fiendish sheep rustl plot gromit jail found sheepish friend determin give wallac help hand find real truth
10547,The Arrival,The Arrival Action Mystery ScienceFiction Thriller CharlieSheen LindsayCrouse RichardSchiff RonSilver TeriPolo DavidTwohy greatest danger face world planet best kept secret zane ziminski astrophysicist receiv messag seem extraterrestri origin eerili soon discoveri zane fire embark search determin origin transmiss lead hitchcockian labyrinth paranoia intrigu
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb Drama Comedy War PeterSellers GeorgeC.Scott SterlingHayden KeenanWynn SlimPickens StanleyKubrick line suspens comedi insan gener jack ripper initi nuclear strike soviet union soon action gener buck turgidson discov room full politician gener russian diplomat frantic stop nuclear strike near scene probabl uniqu unforgett perform slim picken movi career peter seller play multipl role film
9879,Striptease,Striptease Drama Thriller Crime DemiMoore BurtReynolds ArmandAssante VingRhames RobertPatrick AndrewBergman peopl troubl matter wear bounc erin grant need money chanc win back custodi child eventu must confront nake truth take system take erin strip conquer face unintend circumst hound congressman zero sharpen shadi tool fingertip includ blackmail murder
7095,Jack,Jack Comedy Drama ScienceFiction RobinWilliams DianeLane BrianKerwin JenniferLopez BillCosby FrancisFordCoppola jack powel tackl biggest adventur ever fifth grade jack powel suffer afflict make grow four time faster normal year look like year year tutor home jack convinc overprotect parent send public school children know make jack help fifth grade teacher make effort
627,Trainspotting,Trainspotting Drama Crime EwanMcGregor EwenBremner JonnyLeeMiller RobertCarlyle KellyMacdonald DannyBoyle choos life renton deepli immers edinburgh drug scene tri clean despit allur drug influenc friend
602,Independence Day,Independence Day Action Adventure ScienceFiction WillSmith BillPullman JeffGoldblum MaryMcDonnell JuddHirsch RolandEmmerich earth take good look might last juli giant alien mothership enter orbit around earth deploy sever dozen saucer shape destroy spacecraft quickli wast major citi around planet juli unit state conduct coordin counterattack fail juli plan devis gain access interior alien mothership space order plant nuclear missil
9566,The Fan,The Fan Drama Mystery Thriller RobertDeNiro WesleySnipes EllenBarkin JohnLeguizamo BeniciodelToro TonyScott fan favorit player favorit target francisco giant centerfield bobbi rayburn million lead team world seri happier support renard rayburn becom mire worst slump career obsess renard decid stop noth help idol regain former glori even murder
10545,The Hunchback of Notre Dame,The Hunchback of Notre Dame Drama Animation Family TomHulce DemiMoore TonyJay KevinKline PaulKandel GaryTrousdale KirkWise unknown quasi defi evil frollo ventur festiv fool cruel crowd jeer rescu fellow outcast gypsi esmeralda quasi soon find battl save peopl citi love
9894,The Cable Guy,The Cable Guy Comedy Drama Thriller JimCarrey MatthewBroderick LeslieMann JackBlack GeorgeSegal BenStiller thing free cabl recent singl steven move apart cabl chip come hook initi chip overzeal desir steven steven tri friendship chip show dark side begin stalk steven left fend els believ chip capabl behavior
11543,Kingpin,Kingpin Comedy WoodyHarrelson RandyQuaid VanessaAngel BillMurray ChrisElliott BobbyFarrelly PeterFarrelly want meet pinhead alley bowler munson swindl wrong crowd left hook hand settl impoverish obscur uncov next thing amish name ishmael corrupt hopelessli circuit intent settl score
9268,Eraser,Eraser Action Drama Mystery Thriller ArnoldSchwarzenegger JamesCaan VanessaWilliams JamesCoburn RobertPastorelli ChuckRussell eras past protect futur marshal john kruger eras ident peopl enrol wit protect program current assign protect cullen uncov evid weapon manufactur work sell terrorist group kruger discov corrupt agent within program must guard life tri protect
9327,The Nutty Professor,The Nutty Professor Fantasy Comedy Romance ScienceFiction EddieMurphy JadaPinkettSmith JamesCoburn LarryMiller DaveChappelle TomShadyac insid sherman klump parti anim break eddi murphi star sherman klump kind brilliant calorif challeng genet professor beauti carla purti join univers faculti sherman grow desper whittl pound frame size heart swig experiment reduc serum sherman becom buddi love fast talk pump plump juan
11228,Daylight,Daylight Action Adventure Thriller SylvesterStallone AmyBrenneman ViggoMortensen DanHedaya JayO.Sanders RobCohen escap time group arm robber flee polic head jersey tunnel right truck transport toxic wast spectacular explos follow result end tunnel collaps hand peopl surviv explos peril latura skill knowledg lead band survivor tunnel structur collaps
10779,The Frighteners,The Frighteners Horror Comedy MichaelJ.Fox JeffreyCombs JakeBusey ChiMcBride TriniAlvarado PeterJackson rest wick architect frank bannist pass exorcist evil spirit bolster facad claim special gift result accid kill wife count peopl die small town live tri piec togeth supernatur mysteri kill fall love wife victim deal crazi agent
9294,Phenomenon,Phenomenon Drama Fantasy Romance ScienceFiction JohnTravolta KyraSedgwick ForestWhitaker RobertDuvall JeffreyDeMunn JonTurteltaub thing life explain ordinari see bright light descend discov super intellig telekinesi
1645,A Time to Kill,A Time to Kill Crime Drama Thriller MatthewMcConaughey SandraBullock SamuelL.Jackson KevinSpacey OliverPlatt JoelSchumacher experi time never forget young lawyer defend black accus murder rape year daughter spark rebirth
2925,The First Wives Club,The First Wives Club Comedy GoldieHawn BetteMidler DianeKeaton MaggieSmith DanHedaya HughWilson everyth year help hubbi climb ladder success three life manhattanit dump newer curvier model trio determin turn pain gain come cleverli deviou plan exe realli hurt wallet
3595,Ransom,Ransom Action Thriller MelGibson GarySinise DelroyLindo ReneRusso LiliTaylor RonHoward someon go rich kidnap cooper polic first tri uniqu tactic crimin
12123,Chain Reaction,Chain Reaction Action Drama ScienceFiction Thriller KeanuReeves MorganFreeman RachelWeisz FredWard KevinDunn AndrewDavis reaction time research green altern energi project frame murder treason
10830,Matilda,Matilda Comedy Family Fantasy MaraWilson DannyDeVito EmbethDavidtz RheaPerlman PamFerris DannyDeVito littl magic goe long grouchi coupl parent sweet girl matilda unlik bratti brother mean parent matilda becom sweet extrem intellig year girl keen school read book parent send school worst princip world sweet teacher good friend tri parent princip cruelti start unwittingli unleash telekinet power destroy televis make newt onto princip enough practic matilda start learn control telekinet power soon use princip drive away school
3573,Emma,Emma Drama Comedy Romance GwynethPaltrow ToniCollette AlanCumming EwanMcGregor JeremyNortham DouglasMcGrath cupid arm danger emma woodhous congeni young ladi delight meddl peopl affair perpetu tri unit women utterli wrong despit interest romanc emma clueless feel relationship gentl knightli
10061,Escape from L.A.,Escape from L.A. Action Adventure ScienceFiction Thriller KurtRussell StacyKeach SteveBuscemi PamGrier CliffRobertson JohnCarpenter snake back time cataclysm temblor hit angel turn island presid view quak sign expel angel countri make penal coloni found guilti moral crime daughter part resist movement steal control unit doomsday weapon snake get tap save
10478,Tin Cup,Tin Cup Comedy Drama Romance KevinCostner DonJohnson CheechMarin GeorgePerez ReneRusso RonShelton golf love amateur wash golf work drive rang tri qualifi open order heart succes rival girlfriend
238,The Godfather,The Godfather Drama Crime MarlonBrando AlPacino JamesCaan RichardS.Castellano RobertDuvall FrancisFordCoppola offer refus span year chronicl fiction italian american corleon crime famili organ crime famili patriarch vito corleon bare surviv attempt life youngest michael step take care would killer launch campaign bloodi reveng
9303,Bound,Bound Crime Drama Romance Thriller JenniferTilly GinaGershon JoePantoliano JohnP.Ryan ChristopherMeloni LanaWachowski LillyWachowski world freedom steal corki tough femal lover violet concoct scheme steal million stash money blame violet crook boyfriend caeser
10723,Bulletproof,Bulletproof Action Adventure Comedy Thriller DamonWayans AdamSandler JamesCaan RobertSwenson JamesFarentino ErnestR.Dickerson tough hostil wit undercov polic offic name rock keat befriend drug dealer thief name archi mose catch villain drug lord frank coltan problem keat real name jack carter work undercov lapd bust mose colton sting oper lapd
10987,Halloween: The Curse of Michael Myers,Halloween: The Curse of Michael Myers Horror Thriller DonaldPleasence PaulRudd MarianneHagan MitchellRyan KimDarby JoeChappelle haddonfield readi celebr halloween michael myer year michael myer terror town haddonfield illinoi niec jami lloyd disappear jami kidnap bunch evil druid protect michael myer year later jami escap give birth michael child run haddonfield loomi help
981,The Philadelphia Story,The Philadelphia Story Comedy Romance KatharineHepburn CaryGrant JamesStewart RuthHussey VirginiaWeidler GeorgeCukor broadway howl year comedi snooti societi beauti slip fell love philadelphia heiress traci lord throw playboy husband dexter shortli marriag year later traci marri respect georg kittredg whilst dexter work magazin dexter arriv lord mansion wed journalist mike connor photograph imbri determin spoil thing
872,Singin' in the Rain,Singin' in the Rain Comedy Music Romance GeneKelly DonaldO'Connor DebbieReynolds JeanHagen MillardMitchell StanleyDonen GeneKelly gloriou feel hollywood lockwood lina lamont famou screen romant pair silent movi lina mistak screen romanc real love latest film transform music perfect voic song strident voic face studio voic aspir actress kathi selden brought work movi fall love
13320,Funny Face,Funny Face Music Comedy Romance AudreyHepburn FredAstaire KayThompson MichelAuclair RobertFlemyng StanleyDonen wonder marvel greenwich villag book clerk discov fashion photograph whisk pari becom reluct model
164,Breakfast at Tiffany's,Breakfast at Tiffany's Comedy Drama Romance AudreyHepburn GeorgePeppard PatriciaNeal BuddyEbsen MartinBalsam BlakeEdwards audrey hepburn play dare darl holli golightli high entertain delight fortun hunter holli golightli find captiv aspir writer paul varjak move build wealthi woman dime romanc bloom paul holli golightli show scene reveal holli past
426,Vertigo,Vertigo Mystery Romance Thriller JamesStewart KimNovak BarbaraBelGeddes TomHelmore HenryJones AlfredHitchcock alfr hitchcock engulf whirlpool terror tension retir francisco detect suffer acrophobia investig strang activ friend wife becom danger obsess
567,Rear Window,Rear Window Drama Mystery Thriller JamesStewart GraceKelly WendellCorey ThelmaRitter RaymondBurr AlfredHitchcock take wit spoil perfect crime profession photograph jeff jeffri break get action shot auto race confin york apart spend time look rear window observ neighbor begin suspect across courtyard murder wife jeff enlist help high societi fashion consult girlfriend lisa freemont visit nurs stella investig
3078,It Happened One Night,It Happened One Night Comedy Romance ClarkGable ClaudetteColbert WalterConnolly RoscoeKarns JamesonThomas FrankCapra togeth first time elli andrew tie knot societi aviat king westley whisk away father yacht king clutch elli jump ship eventu wind head back husband reluctantli must accept help work report peter warn actual warn give choic either stick get back husband blow whistl elli father either peter get want realli juici newspap stori
213,North by Northwest,North by Northwest Mystery Thriller CaryGrant EvaMarieSaint JamesMason LeoG.Carroll MartinLandau AlfredHitchcock deadli game cari grant advertis roger thornhil mistaken trigger deadli cross countri chase
284,The Apartment,The Apartment Comedy Drama Romance JackLemmon ShirleyMacLaine FredMacMurray RayWalston JackKruschen BillyWilder movi wise never anyth like laugh wise love wise otherwis wise baxter minor clerk huge york insur compani discov quick climb corpor ladder lend apart execut place take mistress although often deal aftermath visit night left major problem solv
239,Some Like It Hot,Some Like It Hot Comedy Romance MarilynMonroe TonyCurtis JackLemmon GeorgeRaft PatO’Brien BillyWilder movi word musician wit struggl find citi found gangster opportun join girl band leav tour make getaway must first disguis women keep ident secret deal problem bring attract bandmat determin suitor
4808,Charade,Charade Comedy Mystery Romance Thriller CaryGrant AudreyHepburn WalterMatthau JamesCoburn GeorgeKennedy StanleyDonen anyon realli seem regina lampert fall dash peter joshua ski holiday french alp discov upon return pari husband murder soon peter give chase three late husband world croni scobi gideon quarter million dollar quartet stole behind enemi line peter keep chang name
289,Casablanca,Casablanca Drama Romance HumphreyBogart IngridBergman PaulHenreid ClaudeRains ConradVeidt MichaelCurtiz date fate casablanca casablanca morocco decemb cynic american expatri meet former lover unforeseen complic
963,The Maltese Falcon,The Maltese Falcon Mystery Crime Thriller HumphreyBogart MaryAstor GladysGeorge PeterLorre BartonMacLane JohnHuston stori explos blaze automat privat detect take case involv three eccentr crimin gorgeou liar quest priceless statuett
11113,My Fair Lady,My Fair Lady Drama Family Music Romance AudreyHepburn RexHarrison StanleyHolloway WilfridHyde-White GladysCooper GeorgeCukor loverliest motion pictur misogynist snobbish phonet professor agre wager take flower girl make present high societi
6620,Sabrina,Sabrina Comedy Drama Romance HumphreyBogart AudreyHepburn WilliamHolden WalterHampden JohnWilliams BillyWilder chauffeur daughter learn stuff pari linu david larrabe son wealthi famili linu work busili run famili corpor empir time wife famili david play technic employ famili busi never show work spend time entertain marri divorc three time meanwhil sabrina fairchild young awkward daughter household chauffeur infatu david life david hardli notic even know exist goe away pari year return eleg sophist beauti woman suddenli find captur david attent find fall love linu find linu also fall love
804,Roman Holiday,Roman Holiday Comedy Romance GregoryPeck AudreyHepburn EddieAlbert HartleyPower HarcourtWilliams WilliamWyler romanc romant rome overwhelm suffoc schedul tour european princess take night rome sed took doctor kick howev fall asleep park bench found american report bradley take back apart safeti work next morn find regal ident bet editor exclus interview romanc soon get
630,The Wizard of Oz,The Wizard of Oz Adventure Family Fantasy JudyGarland FrankMorgan RayBolger BertLahr JackHaley VictorFleming wizard wonder wizard young dorothi find magic world make friend lion scarecrow make along yellow brick road talk wizard thing miss live wick witch west thing could stop
770,Gone with the Wind,Gone with the Wind Drama Romance War VivienLeigh ClarkGable OliviadeHavilland ThomasMitchell LeslieHoward VictorFleming greatest romanc time american classic manipul woman roguish carri turbul love affair american south civil reconstruct
599,Sunset Boulevard,Sunset Boulevard Drama WilliamHolden GloriaSwanson ErichvonStroheim NancyOlson FredClark BillyWilder hollywood stori hack screenwrit write screenplay former silent film star fade hollywood obscur
15,Citizen Kane,Citizen Kane Mystery Drama OrsonWelles JosephCotten DorothyComingore RayCollins GeorgeCoulouris OrsonWelles terrif newspap magnat charl foster kane taken mother made ward rich industrialist result everi well mean tyrann self destruct move make rest life appear reaction deepli wound event
62,2001: A Space Odyssey,2001: A Space Odyssey ScienceFiction Mystery Adventure KeirDullea GaryLockwood WilliamSylvester DouglasRain DanielRichter StanleyKubrick epic drama adventur explor human find mysteri object buri beneath lunar surfac set find origin help world advanc super comput
705,All About Eve,All About Eve Drama BetteDavis AnneBaxter GeorgeSanders CelesteHolm GaryMerrill JosephL.Mankiewicz women moment glimps idol stage door harrington determin take rein power away great actress margo chan maneuv margo broadway role becom sensat even caus turmoil live margo director boyfriend playwright wife cynic drama critic see admir audac perfect pattern deceit
223,Rebecca,Rebecca Drama Mystery LaurenceOlivier JoanFontaine GeorgeSanders JudithAnderson NigelBruce AlfredHitchcock shadow woman darken love self consciou bride torment memori husband dead first wife
303,Notorious,Notorious Thriller Drama Romance CaryGrant IngridBergman ClaudeRains LouisCalhern LeopoldineKonstantin AlfredHitchcock notori woman affair adventur world releas shortli classic hitchcock film illustr battl german nazi american spi janeiro german businessman keep wine cellar uranium
4174,Spellbound,Spellbound Drama Mystery Thriller IngridBergman GregoryPeck MichaelChekhov RhondaFleming LeoG.Carroll AlfredHitchcock maddest love ever possess woman anthoni edward arriv vermont mental hospit replac outgo hospit director constanc peterson psychoanalyst discov edward actual impostor confess real edward dead fear kill recal anyth peterson howev convinc impostor innoc murder join quest unravel amnesia psychoanalysi
381,To Catch a Thief,To Catch a Thief Crime Drama Mystery Romance Thriller CaryGrant GraceKelly JessieRoyceLandis BrigitteAuber JohnWilliams AlfredHitchcock want polic luxuri spot europ catch woman delight hitchcock film burglar must catch thief copi style get accus wrong crime time run polic close behind find time littl romanc cours classic masterpiec star grace kelli cari grant
