id,title,genres,overview,tagline,cast,crew
12101,Soylent Green,"['Mystery', 'Science Fiction', 'Thriller']","in an overpopulated futuristic earth, a new york police detective finds himself marked for murder by government agents when he gets too close to a bizarre state secret involving the origins of a revolutionary and needed new foodstuff.",what is the secret of soylent green?,"['Charlton Heston', 'Edward G. Robinson', 'Leigh Taylor-Young', 'Chuck Connors', 'Joseph Cotten']",['Richard Fleischer']
19,Metropolis,"['Drama', 'Science Fiction']","in a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working class prophet who predicts the coming of a savior to mediate their differences.",there can be no understanding between the hands and the brain unless the heart acts as mediator.,"['Brigitte Helm', 'Alfred Abel', 'Gustav Fröhlich', 'Rudolf Klein-Rogge', 'Fritz Rasp']",['Fritz Lang']
165,Back to the Future Part II,"['Adventure', 'Comedy', 'Family', 'Science Fiction']","marty and doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some mcfly family woes in the bud. but things go awry thanks to bully biff tannen and a pesky sports almanac. in a last-ditch attempt to set things straight, marty finds himself bound for 1955 and face to face with his teenage parents -- again.","roads? where we're going, we don't need roads!","['Michael J. Fox', 'Christopher Lloyd', 'Lea Thompson', 'Elisabeth Shue', 'James Tolkan']",['Robert Zemeckis']
196,Back to the Future Part III,"['Adventure', 'Comedy', 'Family', 'Science Fiction']","the final installment of the back to the future trilogy finds marty digging the trusty delorean out of a mineshaft and looking up doc in the wild west of 1885. but when their time machine breaks down, the travelers are stranded in a land of spurs. more problems arise when doc falls for pretty schoolteacher clara clayton, and marty tangles with buford tannen.",they've saved the best trip for last... but this time they may have gone too far.,"['Michael J. Fox', 'Christopher Lloyd', 'Mary Steenburgen', 'Thomas F. Wilson', 'Lea Thompson']",['Robert Zemeckis']
551,The Poseidon Adventure,"['Action', 'Adventure']",the poseidon adventure was one of the first catastrophe films and began the disaster film genre. director neame tells the story of a group of people that must fight for their lives aboard a sinking ship. based on the novel by paul gallico.,who will survive-in one of the greatest escape adventures ever!,"['Gene Hackman', 'Ernest Borgnine', 'Red Buttons', 'Carol Lynley', 'Roddy McDowall']","['Ronald Neame', 'Irwin Allen']"
3170,Bambi,"['Animation', 'Drama', 'Family']","bambi's tale unfolds from season to season as the young prince of the forest learns about life, love, and friends.",a great love story.,"['Donnie Dunagan', 'Peter Behn', 'Stan Alexander', 'Cammie King', 'Will Wright']","['David Hand', 'James Algar', 'Samuel Armstrong', 'William Roberts', 'Paul Satterfield', 'Graham Heid', 'Norman Wright']"
346,Seven Samurai,"['Action', 'Drama']","a samurai answers a village's request for protection after he falls on hard times. the town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food. a giant battle occurs when 40 bandits attack the village.",the mighty warriors who became the seven national heroes of a small town,"['Toshirō Mifune', 'Takashi Shimura', 'Yoshio Inaba', 'Seiji Miyaguchi', 'Minoru Chiaki']",['Akira Kurosawa']
859,Dangerous Liaisons,"['Drama', 'Romance']",dangerous liaisons is the film based on the novel of the same name by choderlos de laclos set in 18th century france. marquise de merteuil’s asks her ex-lover vicomte de valmont to seduce the future wife of another ex-lover of hers in return for one last night with her. yet things don’t go as planned in this love triangle drama.,lust. seduction. revenge. the game as you've never seen it played before.,"['Glenn Close', 'John Malkovich', 'Michelle Pfeiffer', 'Swoosie Kurtz', 'Keanu Reeves']",['Stephen Frears']
841,Dune,"['Action', 'Science Fiction', 'Adventure']","in the year 10,191, the world is at war for control of the desert planet dune – the only place where the time-travel substance 'spice' can be found. but when one leader gives up control, it's only so he can stage a coup with some unsavory characters.","a world beyond your experience, beyond your imagination.","['Kyle MacLachlan', 'Francesca Annis', 'Leonardo Cimino', 'Brad Dourif', 'José Ferrer']",['David Lynch']
11051,The Last Temptation of Christ,['Drama'],"jesus, a humble judean carpenter beginning to see that he is the son of god, is drawn into revolutionary action against the roman occupiers by judas -- despite his protestations that love, not violence, is the path to salvation. the burden of being the savior of mankind torments jesus throughout his life, leading him to doubt. as he is put to death on the cross, jesus is tempted by visions of an ordinary life married to mary magdalene.",unknown,"['Willem Dafoe', 'Harvey Keitel', 'Barbara Hershey', 'David Bowie', 'Harry Dean Stanton']",['Martin Scorsese']
242,The Godfather: Part III,"['Crime', 'Drama', 'Thriller']","in the midst of trying to legitimize his business dealings in 1979 new york and italy, aging mafia don, michael corleone seeks forgiveness for his sins while taking a young protege under his wing.",all the power on earth can't change destiny.,"['Al Pacino', 'Diane Keaton', 'Andy García', 'Talia Shire', 'Sofia Coppola']",['Francis Ford Coppola']
9769,Lolita,"['Drama', 'Romance']",urbane professor humbert humbert marries a new england widow to be near her nymphet daughter.,a forbidden love. an unthinkable attraction. the ultimate price.,"['Jeremy Irons', 'Dominique Swain', 'Melanie Griffith', 'Frank Langella', 'Suzanne Shepherd']",['Adrian Lyne']
857,Saving Private Ryan,"['Drama', 'History', 'War']","as u.s. troops storm the beaches of normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. ranger captain john miller and seven men are tasked with penetrating german-held territory and bringing the boy home.",the mission is a man.,"['Tom Hanks', 'Matt Damon', 'Vin Diesel', 'Tom Sizemore', 'Barry Pepper']",['Steven Spielberg']
10957,The Black Cauldron,['Animation'],"taran is an assistant pigkeeper with boyish dreams of becoming a great warrior. however, he has to put the daydreaming aside when his charge, an oracular pig named hen wen, is kidnapped by an evil lord known as the horned king. the villain hopes hen will show him the way to the black cauldron, which has the power to create a giant army of unstoppable soldiers.",hidden by darkness. guarded by witches. discovered by a boy. stolen by a king. whoever owns it will rule the world. or destroy it.,"['Grant Bardsley', 'Susan Sheridan', 'John Byner', 'Nigel Hawthorne', 'John Hurt']","['Ted Berman', 'Richard Rich']"
10122,Flight of the Navigator,"['Family', 'Science Fiction', 'Adventure']","this 1986 disney adventure tells the story of 12-year-old david who lives with his family in fort lauderdale, fla. when he awakens from being accidentally knocked out in the forest near his home, he finds that eight years have passed. his family is overjoyed to have him back, but just as perplexed as he is by the fact that he hasn't aged. when a nasa scientist discovers a ufo nearby, david gets the chance to unravel the mystery and recover the life he lost.",come along on the greatest adventure of the summer!,"['Joey Cramer', 'Paul Reubens', 'Cliff DeYoung', 'Veronica Cartwright', 'Sarah Jessica Parker']",['Randal Kleiser']
9994,The Great Mouse Detective,"['Comedy', 'Animation', 'Family']","when the diabolical professor ratigan kidnaps london's master toymaker, the brilliant master of disguise basil of baker street and his trusted sidekick dawson try to elude the ultimate trap and foil the perfect crime.",london's crime-fighting ace on his most baffling case!,"['Barrie Ingham', 'Val Bettin', 'Vincent Price', 'Susanne Pollatschek', 'Candy Candido']","['Ron Clements', 'Burny Mattinson', 'David Michener', 'John Musker']"
10439,Hocus Pocus,"['Comedy', 'Family', 'Fantasy']","after 300 years of slumber, three sister witches are accidentally resurrected in salem on halloween night, and it us up to three kids and their newfound feline friend to put an end to the witches' reign of terror once and for all.",it's just a bunch of hocus pocus.,"['Bette Midler', 'Sarah Jessica Parker', 'Kathy Najimy', 'Omri Katz', 'Thora Birch']",['Kenny Ortega']
11158,Honey I Blew Up the Kid,"['Adventure', 'Comedy', 'Family', 'Science Fiction']","wayne szalinski is at it again. but instead of shrinking things, he tries to make a machine that can make things grow. as in the first one, his machine isn't quite accurate. but when he brings nick & his toddler son adam to see his invention, the machine unexpectedly starts working. and when adam comes right up to the machine, he gets zapped along with his stuffed bunny.",the big laughs start january 6th!,"['Rick Moranis', 'Marcia Strassman', 'Robert Oliveri', 'Daniel Shalikar', 'Joshua Shalikar']",['Randal Kleiser']
9354,"Honey, I Shrunk the Kids","['Adventure', 'Comedy', 'Family', 'Science Fiction']",the scientist father of a teenage girl and boy accidentally shrinks his and two other neighborhood teens to the size of insects. now the teens must fight diminutive dangers as the father searches for them.,"the most astonishing, innovative, backyard adventure of all time!","['Rick Moranis', 'Marcia Strassman', 'Matt Frewer', 'Kristine Sutherland', ""Amy O'Neill""]",['Joe Johnston']
9631,The Negotiator,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery']","the police try to arrest expert hostage negotiator danny roman, who insists he's being framed for his partner's murder in what he believes is an elaborate conspiracy. thinking there's evidence in the internal affairs offices that might clear him, he takes everyone in the office hostage and demands that another well-known negotiator be brought in to handle the situation and secretly investigate the conspiracy.",he frees hostages for a living. now he's taking hostages to survive.,"['Samuel L. Jackson', 'Kevin Spacey', 'David Morse', 'Ron Rifkin', 'John Spencer']",['F. Gary Gray']
9820,The Parent Trap,"['Comedy', 'Drama', 'Family']","hallie parker and annie james are identical twins separated at a young age because of their parents' divorce. unknowingly to their parents, the girls are sent to the same summer camp where they meet, discover the truth about themselves, and then plot with each other to switch places. hallie meets her mother, and annie meets her father for the first time in years.","twice the fun, double the trouble.","['Lindsay Lohan', 'Dennis Quaid', 'Natasha Richardson', 'Elaine Hendrix', 'Lisa Ann Walter']",['Nancy Meyers']
10849,The Purple Rose of Cairo,"['Fantasy', 'Comedy', 'Romance']","cecilia is a waitress in new jersey, living a dreary life during the great depression. her only escape from her mudane reality is the movie theatre. after losing her job, cecilia goes to see 'the purple rose of cairo' in hopes of raising her spirits, where she watches dashing archaeologist tom baxter time and again.",unknown,"['Mia Farrow', 'Jeff Daniels', 'Danny Aiello', 'Irving Metzman', 'Stephanie Farrow']",['Woody Allen']
907,Doctor Zhivago,"['Drama', 'Romance', 'War']",doctor zhivago is the filmed adapation of the russian novel by boris pasternak from director david lean that was an international success and today deemed a classic. omar sharif and julie christie play two protagonists who in fact love each other yet because of their current situation cannot find a way be together.,"turbulent were the times and fiery was the love story of zhivago, his wife and the passionate, tender lara.","['Omar Sharif', 'Julie Christie', 'Geraldine Chaplin', 'Rod Steiger', 'Alec Guinness']",['David Lean']
11974,The 'Burbs,"['Comedy', 'Horror', 'Thriller']","when secretive new neighbors move in next door, suburbanite ray peterson and his friends let their paranoia get the best of them as they start to suspect the newcomers of evildoings and commence an investigation. but it's hardly how ray, who much prefers drinking beer, reading his newspaper and watching a ball game on the tube expected to spend his vacation.",he's a man of peace in a savage land... suburbia.,"['Tom Hanks', 'Bruce Dern', 'Carrie Fisher', 'Rick Ducommun', 'Corey Feldman']",['Joe Dante']
793,Blue Velvet,"['Crime', 'Drama', 'Mystery', 'Thriller']","the discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of criminals who have kidnapped her child.",it's a strange world.,"['Isabella Rossellini', 'Kyle MacLachlan', 'Dennis Hopper', 'Laura Dern', 'Hope Lange']",['David Lynch']
9325,The Jungle Book,"['Family', 'Animation', 'Adventure']","the boy mowgli makes his way to the man-village with bagheera, the wise panther. along the way he meets jazzy king louie, the hypnotic snake kaa and the lovable, happy-go-lucky bear baloo, who teaches mowgli ""the bare necessities"" of life and the true meaning of friendship.",the jungle is jumpin'!,"['Bruce Reitherman', 'Phil Harris', 'Sebastian Cabot', 'Louis Prima', 'George Sanders']",['Wolfgang Reitherman']
10340,Lady and the Tramp,"['Family', 'Animation']","lady, a golden cocker spaniel, meets up with a mongrel dog who calls himself the tramp. he is obviously from the wrong side of town, but happenings at lady's home make her decide to travel with him for a while.",she's from the leash and license set... he's footloose and collar free!,"['Peggy Lee', 'Barbara Luddy', 'Larry Roberts', 'Bill Thompson', 'Bill Baucom']","['Hamilton Luske', 'Wilfred Jackson', 'Clyde Geronimi']"
10144,The Little Mermaid,"['Animation', 'Family']",this colorful adventure tells the story of an impetuous mermaid princess named ariel who falls in love with the very human prince eric and puts everything on the line for the chance to be with him. memorable songs and characters -- including the villainous sea witch ursula.,somewhere under the sea and beyond your imagination is an adventure in fantasy.,"['Jodi Benson', 'Christopher Daniel Barnes', 'Jason Marin', 'Samuel E. Wright', 'Buddy Hackett']","['Ron Clements', 'John Musker']"
10414,The Mighty Ducks,"['Comedy', 'Family']","after reckless young lawyer gordon bombay gets arrested for drunk driving, he must coach a kids hockey team for his community service. gordon has experience on the ice, but isn't eager to return to hockey, a point hit home by his tense dealings with his own former coach, jack reilly. the reluctant gordon eventually grows to appreciate his team, which includes promising young charlie conway, and leads them to take on reilly's tough players.",they can't skate. they can't win. they can't be serious.,"['Emilio Estevez', 'Joss Ackland', 'Lane Smith', 'Heidi Kling', 'Josef Sommer']",['Stephen Herek']
10437,The Muppet Christmas Carol,"['Comedy', 'Family', 'Fantasy', 'Drama']","a retelling of the classic dickens tale of ebenezer scrooge, miser extraordinaire. he is held accountable for his dastardly ways during night-time visitations by the ghosts of christmas past, present, and future.",unknown,"['Michael Caine', 'Don Austen', 'Meredith Braun', 'Don Austen', 'Ed Sanders']",['Brian Henson']
12230,One Hundred and One Dalmatians,"['Adventure', 'Animation', 'Comedy', 'Family']","when a litter of dalmatian puppies are abducted by the minions of cruella de vil, the parents must find them before she uses them for a diabolical fashion statement.",the canine caper of the century,"['Rod Taylor', ""J. Pat O'Malley"", 'Betty Lou Gerson', 'Martha Wentworth', 'Ben Wright']","['Hamilton Luske', 'Wolfgang Reitherman', 'Clyde Geronimi']"
10693,Peter Pan,"['Animation', 'Music', 'Family', 'Adventure', 'Fantasy']","leaving the safety of their nursery behind, wendy, michael and john follow peter pan to a magical world where childhood lasts forever. but while in neverland, the kids must face captain hook and foil his attempts to get rid of peter for good.",it will live in your heart forever!,"['Bobby Driscoll', 'Kathryn Beaumont', 'Hans Conried', 'Bill Thompson', 'Heather Angel']","['Clyde Geronimi', 'Wilfred Jackson', 'Hamilton Luske']"
11335,Popeye,"['Action', 'Adventure', 'Comedy', 'Family', 'Music']","popeye is a super-strong, spinach-scarfing sailor man who's searching for his father. during a storm that wrecks his ship, popeye washes ashore and winds up rooming at the oyl household, where he meets olive. before he can win her heart, he must first contend with olive's fiancé, bluto.",the sailor man with the spinach can!,"['Robin Williams', 'Shelley Duvall', 'Ray Walston', 'Paul Dooley', 'Richard Libertini']",['Robert Altman']
11135,The Rescuers Down Under,"['Adventure', 'Animation', 'Crime', 'Family', 'Fantasy']","a lawless poacher wants to capture a majestic and rare golden eagle, so he kidnaps the boy who knows where to find the bird. not to worry -- the rescue aid society's top agents, heroic mice miss bianca and bernard, fly to australia to save the day. accompanying the fearless duo are bumbling albatross wilbur and local field operative jake the kangaroo rat.",unknown,"['Bob Newhart', 'Eva Gabor', 'John Candy', 'Tristan Rogers', 'Adam Ryen']","['Hendel Butoy', 'Mike Gabriel']"
11319,The Rescuers,"['Fantasy', 'Family', 'Animation', 'Adventure']","what can two little mice possibly do to save an orphan girl who's fallen into evil hands? with a little cooperation and faith in oneself, anything is possible! as members of the mouse-run international rescue aid society, bernard and miss bianca respond to orphan penny's call for help. the two mice search for clues with the help of an old cat named rufus.",two tiny agents vs. the world's wickedest woman in a dazzling animated adventure!,"['Bob Newhart', 'Eva Gabor', 'Geraldine Page', 'Joe Flynn', 'Jeanette Nolan']","['John Lounsbery', 'Wolfgang Reitherman', 'Art Stevens']"
15969,The Return of Jafar,"['Family', 'Adventure', 'Animation', 'Romance']","the evil jafar escapes from the magic lamp as an all-powerful genie, ready to plot his revenge against aladdin. from battling elusive villains atop winged horses, to dodging flames inside an exploding lava pit, it's up to aladdin - with princess jasmine and the outrageously funny genie by his side - to save the kingdom once and for all.",the aladdin adventure continues...,"['Scott Weinger', 'Linda Larkin', 'Jonathan Freeman', 'Gilbert Gottfried', 'Dan Castellaneta']","['Alan Zaslove', 'Tad Stones', 'Toby Shelton']"
10249,The Rocketeer,"['Action', 'Adventure', 'Science Fiction', 'Family']","straight from the pages of a pulp comic from a past era, the rocketeer recreates 1930s hollywood, complete with gangsters, nazi spies, and the growth of the age of aviation. young pilot cliff secord stumbles on a top secret rocket-pack and with the help of his mechanic/mentor, peevy, he attempts to save his girl and stop the nazis as the rocketeer.","three years before the united states declares war, cliff secord leads america's first battle against the nazis.","['Billy Campbell', 'Jennifer Connelly', 'Alan Arkin', 'Timothy Dalton', 'Paul Sorvino']",['Joe Johnston']
10882,Sleeping Beauty,"['Fantasy', 'Animation', 'Romance', 'Family']","a beautiful princess born in a faraway kingdom is destined by a terrible curse to prick her finger on the spindle of a spinning wheel and fall into a deep sleep that can only be awakened by true love's first kiss. determined to protect her, her parents ask three fairies to raise her in hiding. but the evil maleficent is just as determined to seal the princess's fate.",awaken to a world of wonders!,"['Mary Costa', 'Bill Shirley', 'Eleanor Audley', 'Verna Felton', 'Barbara Luddy']","['Clyde Geronimi', 'Wolfgang Reitherman', 'Les Clark', 'Eric Larson']"
2619,Splash,"['Comedy', 'Fantasy', 'Romance']","a successful businessman falls in love with the girl of his dreams. there's one big complication though; he's fallen hook, line and sinker for a mermaid.",allen bauer thought he'd never find the right woman... he was only half wrong!,"['Tom Hanks', 'Daryl Hannah', 'Eugene Levy', 'John Candy', 'Dody Goodman']",['Ron Howard']
97,Tron,"['Science Fiction', 'Action', 'Adventure']","as kevin flynn searches for proof that he invented a hit video game, he is ""digitalized"" by a laser and finds himself inside the grid, where programs suffer under the tyrannical rule of the master control program. with the help of tron, a security program, flynn seeks to free the grid from the mcp.",a world inside the computer where man has never been.  until now.,"['Jeff Bridges', 'Bruce Boxleitner', 'David Warner', 'Cindy Morgan', 'Barnard Hughes']",['Steven Lisberger']
11675,Halloween: H20,"['Horror', 'Thriller']","two decades after surviving a massacre on october 31, 1978, former baby sitter laurie strode finds herself hunted by persistent knife-wielder michael myers. laurie now lives in northern california under an assumed name, where she works as the headmistress of a private school. but it's not far enough to escape myers, who soon discovers her whereabouts. as halloween descends upon laurie's peaceful community, a feeling of dread weighs upon her -- with good reason.",blood is thicker than water.,"['Jamie Lee Curtis', 'Josh Hartnett', 'Adam Arkin', 'Michelle Williams', 'Joseph Gordon-Levitt']",['Steve Miner']
6471,The Jerk,['Comedy'],"after discovering he's not really black like the rest of his family, likable dimwit navin johnson runs off on a hilarious misadventure in this comedy classic that takes him from rags to riches and back to rags again. the slaphappy jerk strikes it rich, but life in the fast lane isn't all it's cracked up to be and, in the end, all that really matters to johnson is his true love.",a rags to riches to rags story.,"['Steve Martin', 'Bernadette Peters', 'Catlin Adams', 'Mabel King', 'Richard Ward']",['Carl Reiner']
227,The Outsiders,"['Crime', 'Drama']","when two poor greasers, johnny, and ponyboy are assaulted by a vicious gang, the socs, and johnny kills one of the attackers, tension begins to mount between the two rival gangs, setting off a turbulent chain of events.",they grew up on the outside of society. they weren't looking for a fight. they were looking to belong.,"['Matt Dillon', 'Ralph Macchio', 'C. Thomas Howell', 'Patrick Swayze', 'Rob Lowe']",['Francis Ford Coppola']
87,Indiana Jones and the Temple of Doom,"['Adventure', 'Action']","after arriving in india, indiana jones is asked by a desperate village to find a mystical stone. he agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",if adventure has a name... it must be indiana jones.,"['Harrison Ford', 'Kate Capshaw', 'Jonathan Ke Quan', 'Amrish Puri', 'Roshan Seth']",['Steven Spielberg']
123,The Lord of the Rings,"['Fantasy', 'Drama', 'Animation', 'Adventure']",the fellowship of the ring embark on a journey to destroy the one ring and end sauron's reign over middle-earth.,fantasy...beyond your imagination,"['Christopher Guard', 'William Squire', 'Michael Scholes', 'John Hurt', 'Simon Chandler']",['Ralph Bakshi']
9314,Nineteen Eighty-Four,"['Drama', 'Romance', 'Science Fiction']",george orwell's novel of a totalitarian future society in which a man whose daily work is rewriting history tries to rebel by falling in love.,george orwell's terrifying vision comes to the screen.,"['John Hurt', 'Richard Burton', 'Suzanna Hamilton', 'Cyril Cusack', 'Gregor Fisher']",['Michael Radford']
11336,The Dead Zone,"['Horror', 'Science Fiction', 'Thriller']","johnny smith is a schoolteacher with his whole life ahead of him but, after leaving his fiancee's home one night, is involved in a car crash which leaves him in a coma for 5 years. when he wakes, he discovers he has an ability to see into the past, present and future life of anyone with whom he comes into physical contact.","in his mind, he has the power to see the future. in his hands, he has the power to change it.","['Christopher Walken', 'Brooke Adams', 'Tom Skerritt', 'Martin Sheen', 'Herbert Lom']",['David Cronenberg']
9980,Maximum Overdrive,"['Action', 'Drama', 'Horror', 'Science Fiction']","when a comet passes close to the earth, machines all over the world come alive and go on homicidal rampages. a group of people at a desolate truck stop are held hostage by a gang of homicidal 18-wheelers. the frightened people set out to defeat the killer machines ... or be killed by them.",stephen king's masterpiece of terror directed by the master himself.,"['Emilio Estevez', 'Pat Hingle', 'Laura Harrington', 'Yeardley Smith', 'John Short']",['Stephen King']
10489,Cujo,"['Horror', 'Thriller']","a friendly st. bernard named ""cujo"" contracts rabies and conducts a reign of terror on a small american town.",now there's a new name for terror...,"['Dee Wallace', 'Danny Pintauro', 'Daniel Hugh Kelly', 'Christopher Stone', 'Ed Lauter']",['Lewis Teague']
10823,Children of the Corn,"['Drama', 'Fantasy', 'Horror', 'Thriller']",a boy preacher named isaac goes to a town in nebraska called gatlin and gets all the children to murder every adult in town.,in their world adults are not allowed... to live.,"['Peter Horton', 'Linda Hamilton', 'R. G. Armstrong', 'John Franklin', 'Courtney Gains']",['Fritz Kiersch']
11497,All Dogs Go to Heaven,"['Drama', 'Animation', 'Family', 'Comedy', 'Fantasy']","when a casino owning dog named charlie is murdered by his rival carface, he finds himself in heaven basically by default since all dogs go to heaven. however, since he wants to get back at his killer, he cons his way back to the living with the warning that doing that damns him to hell. once back, he teams with his old partner, itchy to prep his retaliation. he also stumbles on to an orphan girl who can talk to the animals, thus allowing him to get the inside info on the races to ensure his wins to finance his plans. however, all the while, he is still haunted by nightmares on what's waiting for him on the other side unless he can prove that he is worthy of heaven again.",but not all dogs stay there!,"['Burt Reynolds', 'Dom DeLuise', 'Judith Barsi', 'Melba Moore', 'Daryl Gilley']","['Gary Goldman', 'Don Bluth', 'Dan Kuenster']"
2907,The Addams Family,"['Horror', 'Comedy', 'Fantasy']","uncle fester has been missing for 25 years. an evil doctor finds out and introduces a fake fester in an attempt to get the adams family's money. the youngest daughter has some doubts about the new uncle fester, but the fake uncle adapts very well to the strange family. can the doctor carry out her evil plans and take over the adams family's fortune?",weird is relative,"['Raúl Juliá', 'Anjelica Huston', 'Christopher Lloyd', 'Christina Ricci', 'Carel Struycken']",['Barry Sonnenfeld']
9454,Ever After: A Cinderella Story,"['Drama', 'Romance', 'Comedy']","a unique 16th century woman, danielle possesses a love of books, and can easily quote from sir thomas more’s utopia. an intriguing mix of tomboyish athleticism and physical beauty, she has more than enough charm to capture the heart of a prince ... after beaning him with an apple.",desire. defy. escape.,"['Drew Barrymore', 'Dougray Scott', 'Anjelica Huston', 'Megan Dodds', 'Melanie Lynskey']",['Andy Tennant']
8688,Snake Eyes,"['Crime', 'Mystery']","all bets are off when corrupt homicide cop rick santoro witnesses a murder during a boxing match. it's up to him and lifelong friend and naval intelligence agent kevin dunne to uncover the conspiracy behind the killing. at every turn, santoro makes increasingly shocking discoveries that even he can't turn a blind eye to.",believe everything except your eyes.,"['Nicolas Cage', 'Gary Sinise', 'John Heard', 'Carla Gugino', 'Tamara Tunie']",['Brian De Palma']
396,Who's Afraid of Virginia Woolf?,['Drama'],mike nichols’ film from edward albee's play brought new themes to the film industry. elizabeth taylor and richard burton have never been more brilliant together as they portray an experienced married couple who love each other yet verbally attack one another when they see how boring their naïve newlywed guests have made their night.,you are cordially invited to george and martha's for an evening of fun and games,"['Elizabeth Taylor', 'Richard Burton', 'George Segal', 'Sandy Dennis', 'Agnes Flanagan']",['Mike Nichols']
14367,Adventures in Babysitting,"['Thriller', 'Comedy', 'Crime', 'Adventure']","when plans with her boyfriend fall through, high school senior chris parker ends up babysitting the anderson kids, brad and sara. what should be a quiet night in, however, turns into a series of ridiculous exploits, starting when they leave the house to pick up chris' friend brenda. soon, brad's buddy daryl is involved, and the group must contend with car thieves, blues musicians and much more.",she thought babysitting was easy money - until she started hanging out with the andersons.,"['Elisabeth Shue', 'Maia Brewton', 'Keith Coogan', 'Anthony Rapp', 'Calvin Levels']",['Chris Columbus']
11814,Weird Science,"['Comedy', 'Romance', 'Fantasy']","two unpopular teenagers, gary and wyatt, fail at all attempts to be accepted by their peers. their desperation to be liked leads them to ""create"" a woman via their computer. their living and breathing creation is a gorgeous woman, lisa, whose purpose is to boost their confidence level by putting them into situations which require gary and wyatt to act like men.","if you can't get a date, make one!","['Anthony Michael Hall', 'Kelly LeBrock', 'Ilan Mitchell-Smith', 'Bill Paxton', 'Suzanne Snyder']",['John Hughes']
11837,Watership Down,"['Adventure', 'Animation', 'Drama']","when the warren belonging to a community of rabbits is threatened, a brave group led by fiver, bigwig, blackberry and hazel leave their homeland in a search of a safe new haven.","all the world will be your enemy, prince with a thousand enemies, and when they catch you, they will kill you... but first they must catch you.","['John Hurt', 'Richard Briers', 'Michael Graham Cox', 'John Bennett', 'Simon Cadell']",['Martin Rosen']
11704,The Secret of NIMH,"['Fantasy', 'Animation', 'Drama', 'Family']","a widowed field mouse must move her family -- including an ailing son -- to escape a farmer's plow. aided by a crow and a pack of superintelligent, escaped lab rats, the brave mother struggles to transplant her home to firmer ground.",right before your eyes and beyond your wildest dreams.,"['Derek Jacobi', 'Elizabeth Hartman', 'Arthur Malet', 'Dom DeLuise', 'Hermione Baddeley']",['Don Bluth']
11639,The Dark Crystal,['Fantasy'],"on another planet in the distant past, a gelfling embarks on a quest to find the missing shard of a magical crystal and restore order to his world, before the grotesque race of skeksis find and use the crystal for evil.","another world, another time... in the age of wonder.","['Jim Henson', 'Kathryn Mullen', 'Frank Oz', 'Dave Goelz', 'Steve Whitmire']","['Jim Henson', 'Frank Oz']"
4978,An American Tail,"['Drama', 'Family', 'Animation', 'Adventure']","a young mouse named fievel and his family decide to migrate to america, a ""land without cats,"" at the turn of the 20th century. but somehow, fievel ends up in the new world alone and must fend off not only the felines he never thought he'd have to deal with again but also the loneliness of being away from home.","meet fievel. in his search to find his family, he discovered america.","['Phillip Glasser', 'Dom DeLuise', 'Nehemiah Persoff', 'Erica Yohn', 'Amy Green']",['Don Bluth']
10380,An American Tail: Fievel Goes West,"['Adventure', 'Animation', 'Family']","some time after the mousekewitz's have settled in america, they find that they are still having problems with the threat of cats. that makes them eager to try another home out in the west, where they are promised that mice and cats live in peace. unfortunately, the one making this claim is an oily con artist named cat r. waul who is intent on his own sinister plan.","look out pardners, there's a new mouse in town!","['Phillip Glasser', 'James Stewart', 'Erica Yohn', 'Cathy Cavadini', 'Nehemiah Persoff']","['Phil Nibbelink', 'Simon Wells']"
11976,Legend,"['Adventure', 'Fantasy']","set in a timeless mythical forest inhabited by fairies, goblins, unicorns and mortals, this fantastic story follows a mystical forest dweller, chosen by fate, to undertake a heroic quest. he must save the beautiful princess lily and defeat the demonic lord of darkness, or the world will be plunged into a never-ending ice age.",there may never be another dawn.,"['Tom Cruise', 'Mia Sara', 'Tim Curry', 'David Bennent', 'Alice Playten']",['Ridley Scott']
15144,Sixteen Candles,"['Comedy', 'Romance']",a teenage girls deals with her parents forgetting her birthday and a crush on her high school's heartthrob.,when you're just sixteen anything can happen!,"['Molly Ringwald', 'Justin Henry', 'Michael Schoeffling', 'Haviland Morris', 'Gedde Watanabe']",['John Hughes']
11522,Pretty in Pink,['Comedy'],"andie is an outcast, hanging out either with her older boss, who owns the record store where she works, or her quirky high school classmate duckie, who has a crush on her. when one of the rich and popular kids at school, blane, asks andie out, it seems too good to be true. as andie starts falling for blane, she begins to realize that dating someone from a different social sphere is not easy.",blane's a pretty cool guy. andie's pretty in pink. and ducky's pretty crazy.,"['Molly Ringwald', 'Jon Cryer', 'Andrew McCarthy', 'Harry Dean Stanton', 'Annie Potts']",['Howard Deutch']
